constructorId,constructorName,year,date,raceName,points
51,Alfa Romeo,2021,2021-03-28,Bahrain Grand Prix,0.0
213,AlphaTauri,2021,2021-03-28,Bahrain Grand Prix,2.0
214,Alpine,2021,2021-03-28,Bahrain Grand Prix,0.0
117,Aston Martin,2021,2021-03-28,Bahrain Grand Prix,1.0
6,Ferrari,2021,2021-03-28,Bahrain Grand Prix,12.0
210,Haas F1 Team,2021,2021-03-28,Bahrain Grand Prix,0.0
1,McLaren,2021,2021-03-28,Bahrain Grand Prix,18.0
131,Mercedes,2021,2021-03-28,Bahrain Grand Prix,41.0
9,Red Bull,2021,2021-03-28,Bahrain Grand Prix,28.0
3,Williams,2021,2021-03-28,Bahrain Grand Prix,0.0
51,Alfa Romeo,2021,2021-04-18,Emilia Romagna Grand Prix,0.0
213,AlphaTauri,2021,2021-04-18,Emilia Romagna Grand Prix,6.0
214,Alpine,2021,2021-04-18,Emilia Romagna Grand Prix,3.0
117,Aston Martin,2021,2021-04-18,Emilia Romagna Grand Prix,4.0
6,Ferrari,2021,2021-04-18,Emilia Romagna Grand Prix,22.0
210,Haas F1 Team,2021,2021-04-18,Emilia Romagna Grand Prix,0.0
1,McLaren,2021,2021-04-18,Emilia Romagna Grand Prix,23.0
131,Mercedes,2021,2021-04-18,Emilia Romagna Grand Prix,19.0
9,Red Bull,2021,2021-04-18,Emilia Romagna Grand Prix,25.0
3,Williams,2021,2021-04-18,Emilia Romagna Grand Prix,0.0
51,Alfa Romeo,2021,2021-05-02,Portuguese Grand Prix,0.0
213,AlphaTauri,2021,2021-05-02,Portuguese Grand Prix,1.0
214,Alpine,2021,2021-05-02,Portuguese Grand Prix,10.0
117,Aston Martin,2021,2021-05-02,Portuguese Grand Prix,0.0
6,Ferrari,2021,2021-05-02,Portuguese Grand Prix,8.0
210,Haas F1 Team,2021,2021-05-02,Portuguese Grand Prix,0.0
1,McLaren,2021,2021-05-02,Portuguese Grand Prix,12.0
131,Mercedes,2021,2021-05-02,Portuguese Grand Prix,41.0
9,Red Bull,2021,2021-05-02,Portuguese Grand Prix,30.0
3,Williams,2021,2021-05-02,Portuguese Grand Prix,0.0
51,Alfa Romeo,2021,2021-05-09,Spanish Grand Prix,0.0
213,AlphaTauri,2021,2021-05-09,Spanish Grand Prix,1.0
214,Alpine,2021,2021-05-09,Spanish Grand Prix,2.0
117,Aston Martin,2021,2021-05-09,Spanish Grand Prix,0.0
6,Ferrari,2021,2021-05-09,Spanish Grand Prix,18.0
210,Haas F1 Team,2021,2021-05-09,Spanish Grand Prix,0.0
1,McLaren,2021,2021-05-09,Spanish Grand Prix,12.0
131,Mercedes,2021,2021-05-09,Spanish Grand Prix,40.0
9,Red Bull,2021,2021-05-09,Spanish Grand Prix,29.0
3,Williams,2021,2021-05-09,Spanish Grand Prix,0.0
51,Alfa Romeo,2021,2021-05-23,Monaco Grand Prix,1.0
213,AlphaTauri,2021,2021-05-23,Monaco Grand Prix,8.0
214,Alpine,2021,2021-05-23,Monaco Grand Prix,2.0
117,Aston Martin,2021,2021-05-23,Monaco Grand Prix,14.0
6,Ferrari,2021,2021-05-23,Monaco Grand Prix,18.0
210,Haas F1 Team,2021,2021-05-23,Monaco Grand Prix,0.0
1,McLaren,2021,2021-05-23,Monaco Grand Prix,15.0
131,Mercedes,2021,2021-05-23,Monaco Grand Prix,7.0
9,Red Bull,2021,2021-05-23,Monaco Grand Prix,37.0
3,Williams,2021,2021-05-23,Monaco Grand Prix,0.0
51,Alfa Romeo,2021,2021-06-06,Azerbaijan Grand Prix,1.0
213,AlphaTauri,2021,2021-06-06,Azerbaijan Grand Prix,21.0
214,Alpine,2021,2021-06-06,Azerbaijan Grand Prix,8.0
117,Aston Martin,2021,2021-06-06,Azerbaijan Grand Prix,18.0
6,Ferrari,2021,2021-06-06,Azerbaijan Grand Prix,16.0
210,Haas F1 Team,2021,2021-06-06,Azerbaijan Grand Prix,0.0
1,McLaren,2021,2021-06-06,Azerbaijan Grand Prix,12.0
131,Mercedes,2021,2021-06-06,Azerbaijan Grand Prix,0.0
9,Red Bull,2021,2021-06-06,Azerbaijan Grand Prix,25.0
3,Williams,2021,2021-06-06,Azerbaijan Grand Prix,0.0
51,Alfa Romeo,2021,2021-06-20,French Grand Prix,0.0
213,AlphaTauri,2021,2021-06-20,French Grand Prix,6.0
214,Alpine,2021,2021-06-20,French Grand Prix,4.0
117,Aston Martin,2021,2021-06-20,French Grand Prix,3.0
6,Ferrari,2021,2021-06-20,French Grand Prix,0.0
210,Haas F1 Team,2021,2021-06-20,French Grand Prix,0.0
1,McLaren,2021,2021-06-20,French Grand Prix,18.0
131,Mercedes,2021,2021-06-20,French Grand Prix,30.0
9,Red Bull,2021,2021-06-20,French Grand Prix,41.0
3,Williams,2021,2021-06-20,French Grand Prix,0.0
51,Alfa Romeo,2021,2021-06-27,Styrian Grand Prix,0.0
213,AlphaTauri,2021,2021-06-27,Styrian Grand Prix,1.0
214,Alpine,2021,2021-06-27,Styrian Grand Prix,2.0
117,Aston Martin,2021,2021-06-27,Styrian Grand Prix,4.0
6,Ferrari,2021,2021-06-27,Styrian Grand Prix,14.0
210,Haas F1 Team,2021,2021-06-27,Styrian Grand Prix,0.0
1,McLaren,2021,2021-06-27,Styrian Grand Prix,10.0
131,Mercedes,2021,2021-06-27,Styrian Grand Prix,34.0
9,Red Bull,2021,2021-06-27,Styrian Grand Prix,37.0
3,Williams,2021,2021-06-27,Styrian Grand Prix,0.0
51,Alfa Romeo,2021,2021-07-04,Austrian Grand Prix,0.0
213,AlphaTauri,2021,2021-07-04,Austrian Grand Prix,2.0
214,Alpine,2021,2021-07-04,Austrian Grand Prix,1.0
117,Aston Martin,2021,2021-07-04,Austrian Grand Prix,0.0
6,Ferrari,2021,2021-07-04,Austrian Grand Prix,14.0
210,Haas F1 Team,2021,2021-07-04,Austrian Grand Prix,0.0
1,McLaren,2021,2021-07-04,Austrian Grand Prix,21.0
131,Mercedes,2021,2021-07-04,Austrian Grand Prix,30.0
9,Red Bull,2021,2021-07-04,Austrian Grand Prix,34.0
3,Williams,2021,2021-07-04,Austrian Grand Prix,0.0
51,Alfa Romeo,2021,2021-07-18,British Grand Prix,0.0
213,AlphaTauri,2021,2021-07-18,British Grand Prix,1.0
214,Alpine,2021,2021-07-18,British Grand Prix,8.0
117,Aston Martin,2021,2021-07-18,British Grand Prix,4.0
6,Ferrari,2021,2021-07-18,British Grand Prix,26.0
210,Haas F1 Team,2021,2021-07-18,British Grand Prix,0.0
1,McLaren,2021,2021-07-18,British Grand Prix,22.0
131,Mercedes,2021,2021-07-18,British Grand Prix,43.0
9,Red Bull,2021,2021-07-18,British Grand Prix,3.0
3,Williams,2021,2021-07-18,British Grand Prix,0.0
51,Alfa Romeo,2021,2021-08-01,Hungarian Grand Prix,1.0
213,AlphaTauri,2021,2021-08-01,Hungarian Grand Prix,19.0
214,Alpine,2021,2021-08-01,Hungarian Grand Prix,37.0
117,Aston Martin,2021,2021-08-01,Hungarian Grand Prix,0.0
6,Ferrari,2021,2021-08-01,Hungarian Grand Prix,15.0
210,Haas F1 Team,2021,2021-08-01,Hungarian Grand Prix,0.0
1,McLaren,2021,2021-08-01,Hungarian Grand Prix,0.0
131,Mercedes,2021,2021-08-01,Hungarian Grand Prix,18.0
9,Red Bull,2021,2021-08-01,Hungarian Grand Prix,2.0
3,Williams,2021,2021-08-01,Hungarian Grand Prix,10.0
51,Alfa Romeo,2021,2021-08-29,Belgian Grand Prix,0.0
